img_dname,img_name,subject_id,enc_num,img_num,subject_imgcount,age_phd,no_phd,inv_phd,sex,rac,hgt,wgt,img_width,img_height,color_space,label
./data/ab,S130-02-t10_01.jpg,130,2,1,2,40.73,0,0,M,W,507,169,480,600,RGB,Frontal
./data/ab,S131-01-t10_01.jpg,131,1,1,1,55.15,0,0,M,W,0,240,240,240,RGB,Frontal
./data/ab,S132-01-t10_01.jpg,132,1,1,1,37.44,0,0,M,W,0,220,768,960,RGB,Frontal
./data/ab,S132-02-t10_01.jpg,132,2,1,2,37.44,0,0,M,W,0,220,793,981,Gray,Frontal
./data/ab,S133-01-t10_01.jpg,133,1,1,1,41.91,1,0,M,W,603,195,384,480,RGB,Frontal
./data/ab,S133-02-t10_01.jpg,133,2,1,2,44.18,1,0,M,W,603,166,384,480,RGB,Frontal
./data/ab,S133-03-t10_01.jpg,133,3,1,3,44.32,1,0,M,W,603,170,384,480,RGB,Frontal
./data/ab,S134-01-t10_01.jpg,134,1,1,1,49.65,0,0,F,W,506,113,480,600,RGB,Frontal
./data/ab,S134-02-t10_01.jpg,134,2,1,2,49.66,0,0,F,W,506,113,480,600,RGB,Frontal
./data/ab,S134-03-t10_01.jpg,134,3,1,3,49.68,0,0,F,W,602,235,480,600,RGB,Frontal
./data/ab,S134-04-t10_01.jpg,134,4,1,4,50.13,0,0,F,W,501,130,480,600,RGB,Frontal
./data/ab,S134-05-t10_01.jpg,134,5,1,5,50.23,0,0,F,W,506,125,480,600,RGB,Frontal
./data/ab,S134-06-t10_01.jpg,134,6,1,6,50.45,0,0,F,W,506,113,480,600,RGB,Frontal
./data/ab,S134-07-t10_01.jpg,134,7,1,7,50.46,0,0,F,W,506,113,480,600,RGB,Frontal
./data/ab,S134-08-t10_01.jpg,134,8,1,8,51,0,0,F,W,506,135,480,600,RGB,Frontal
./data/ab,S135-01-t10_01.jpg,135,1,1,1,39.78,1,0,M,W,511,150,384,480,RGB,Right Angle
./data/ab,S136-01-t10_01.jpg,136,1,1,1,29.77,1,0,M,W,0,0,384,480,RGB,Frontal
./data/ab,S137-01-t10_01.jpg,137,1,1,1,22.28,1,0,M,W,506,150,480,600,RGB,Left Angle
./data/ab,S138-01-t10_01.jpg,138,1,1,1,35.33,0,0,M,W,0,175,768,960,RGB,Frontal
./data/ab,S138-02-t10_01.jpg,138,2,1,2,35.4,0,0,M,W,0,175,768,960,RGB,Frontal
./data/ab,S139-01-t10_01.jpg,139,1,1,1,41.54,0,0,M,B,507,210,480,600,RGB,Frontal
./data/ab,S140-01-t10_01.jpg,140,1,1,1,17.22,1,0,M,W,508,160,384,480,RGB,Frontal
./data/ab,S141-01-t10_01.jpg,141,1,1,1,21.03,1,0,M,W,507,160,384,480,RGB,Left Angle
./data/ab,S142-01-t10_01.jpg,142,1,1,1,19.43,0,0,M,B,504,150,480,600,RGB,Right Angle
./data/ab,S142-02-t10_01.jpg,142,2,1,2,19.44,0,0,M,B,504,150,480,600,RGB,Frontal
./data/ab,S142-03-t10_01.jpg,142,3,1,3,19.72,0,0,M,B,503,135,480,600,RGB,Frontal
./data/ab,S142-04-t10_01.jpg,142,4,1,4,19.86,0,0,M,B,504,140,480,600,RGB,Frontal
./data/ab,S142-05-t10_01.jpg,142,5,1,5,19.95,0,0,M,B,506,160,480,600,RGB,Frontal
./data/ab,S142-06-t10_01.jpg,142,6,1,6,19.95,0,0,M,B,506,160,480,600,RGB,Frontal
./data/ab,S142-07-t10_01.jpg,142,7,1,7,20.72,0,0,M,B,504,174,480,600,RGB,Frontal
./data/ab,S143-01-t10_01.jpg,143,1,1,1,25.27,0,0,M,W,0,145,240,240,RGB,Frontal
./data/ab,S144-01-t10_01.jpg,144,1,1,1,49.14,0,0,M,B,503,155,480,600,RGB,Frontal
./data/ab,S145-01-t10_01.jpg,145,1,1,1,60.25,0,0,M,W,0,240,768,960,RGB,Left Angle
./data/ab,S145-01-t10_02.jpg,145,1,2,2,60.25,0,0,M,W,0,240,768,960,RGB,Right Profile
./data/ab,S146-01-t10_01.jpg,146,1,1,1,20.67,0,0,M,W,0,180,240,240,RGB,Frontal
./data/ab,S146-02-t10_01.jpg,146,2,1,2,22.32,0,0,M,W,0,180,240,240,RGB,Frontal
./data/ab,S147-01-t10_01.jpg,147,1,1,1,40.61,0,0,M,W,504,128,384,480,RGB,Frontal
./data/ab,S148-01-t10_01.jpg,148,1,1,1,22.73,0,0,M,B,508,170,480,600,RGB,Frontal
./data/ab,S148-02-t10_01.jpg,148,2,1,2,23.91,0,0,M,B,508,170,480,600,RGB,Frontal
./data/ab,S148-03-t10_01.jpg,148,3,1,3,24.71,0,0,M,B,508,170,480,600,RGB,Frontal
./data/ab,S148-04-t10_01.jpg,148,4,1,4,25.36,0,0,M,B,508,188,480,600,RGB,Frontal
./data/ab,S149-01-t10_01.jpg,149,1,1,1,39.93,1,0,M,B,600,180,384,480,RGB,Frontal
./data/ab,S150-01-t10_01.jpg,150,1,1,1,34.6,0,0,M,W,0,182,240,240,RGB,Left Angle
./data/ab,S150-02-t10_01.jpg,150,2,1,2,35.61,0,0,M,W,0,150,240,240,RGB,Frontal
./data/ab,S151-01-t10_01.jpg,151,1,1,1,42.76,0,0,F,B,502,107,480,600,RGB,Frontal
./data/ab,S152-01-t10_01.jpg,152,1,1,1,54.78,0,0,M,W,0,160,240,240,RGB,Frontal
./data/ab,S153-01-t10_01.jpg,153,1,1,1,36.98,1,0,M,B,508,150,480,600,RGB,Frontal
./data/ab,S153-02-t10_01.jpg,153,2,1,2,38.01,1,0,M,B,507,150,384,480,RGB,Frontal
./data/ab,S154-01-t10_01.jpg,154,1,1,1,52.4,0,0,M,B,0,165,768,960,RGB,Frontal
./data/ab,S155-01-t10_01.jpg,155,1,1,1,39.9,0,0,M,W,506,190,384,480,RGB,Left Angle
./data/ab,S156-01-t10_01.jpg,156,1,1,1,31,0,0,M,W,0,130,1280,960,RGB,Frontal
./data/ab,S157-01-t10_01.jpg,157,1,1,1,27.75,0,0,M,B,600,185,480,600,RGB,Frontal
./data/ab,S158-01-t10_01.jpg,158,1,1,1,45.64,1,0,M,W,503,140,384,480,RGB,Frontal
./data/ab,S159-01-t10_01.jpg,159,1,1,1,22.79,0,0,M,B,600,165,480,600,RGB,Right Angle
./data/ab,S160-01-t10_01.jpg,160,1,1,1,26.59,0,0,M,W,508,220,480,600,RGB,Right Angle
./data/ab,S161-01-t10_01.jpg,161,1,1,1,22.29,0,0,M,W,0,140,240,240,Gray,Frontal
./data/ab,S162-01-t10_01.jpg,162,1,1,1,26.31,0,0,M,W,0,150,240,240,RGB,Frontal
./data/ab,S163-01-t10_01.jpg,163,1,1,1,36.13,0,0,M,B,600,200,480,600,RGB,Right Angle
./data/ab,S163-02-t10_01.jpg,163,2,1,2,37.52,0,0,M,B,511,205,480,600,RGB,Frontal
./data/ab,S164-01-t10_01.jpg,164,1,1,1,22.13,0,0,M,W,0,130,240,240,RGB,Frontal
./data/ab,S164-02-t10_01.jpg,164,2,1,2,22.83,0,0,M,W,0,122,768,960,RGB,Frontal
./data/ab,S164-02-t10_02.jpg,164,2,2,3,22.83,0,0,M,W,0,122,768,960,RGB,Right Profile
./data/ab,S165-01-t10_01.jpg,165,1,1,1,46.3,0,0,M,A,506,140,480,600,RGB,Frontal
./data/ab,S166-01-t10_01.jpg,166,1,1,1,40.13,0,0,M,W,0,190,240,240,RGB,Right Angle
./data/ab,S166-02-t10_01.jpg,166,2,1,2,40.14,0,0,M,W,0,190,768,960,RGB,Frontal
./data/ab,S166-02-t10_02.jpg,166,2,2,3,40.14,0,0,M,W,0,190,768,960,RGB,Right Profile
./data/ab,S167-01-t10_01.jpg,167,1,1,1,23.93,0,0,M,W,0,161,768,960,RGB,Frontal
./data/ab,S168-01-t10_01.jpg,168,1,1,1,50.68,1,0,M,W,509,120,384,480,RGB,Left Angle
./data/ab,S169-01-t10_01.jpg,169,1,1,1,24.33,0,0,M,B,508,155,480,600,RGB,Frontal
./data/ab,S170-01-t10_01.jpg,170,1,1,1,25.85,1,0,M,B,601,160,384,480,RGB,Frontal
./data/ab,S171-01-t10_01.jpg,171,1,1,1,50.36,0,0,M,B,509,117,480,600,RGB,Frontal
./data/ab,S171-02-t10_01.jpg,171,2,1,2,50.37,0,0,M,B,509,117,480,600,RGB,Frontal
./data/ab,S171-03-t10_01.jpg,171,3,1,3,50.38,0,0,M,B,509,240,480,600,RGB,Left Angle
./data/ab,S171-04-t10_01.jpg,171,4,1,4,50.73,0,0,M,B,509,240,480,600,RGB,Frontal
./data/ab,S171-05-t10_01.jpg,171,5,1,5,51.21,0,0,M,B,510,180,480,600,RGB,Frontal
./data/ab,S171-06-t10_01.jpg,171,6,1,6,51.37,0,0,M,B,509,117,480,600,RGB,Frontal
./data/ab,S171-07-t10_01.jpg,171,7,1,7,51.81,0,0,M,B,509,117,480,600,RGB,Frontal
./data/ab,S171-08-t10_01.jpg,171,8,1,8,51.95,0,0,M,B,509,200,480,600,RGB,Frontal
./data/ab,S172-01-t10_01.jpg,172,1,1,1,32.46,0,0,F,W,0,135,240,240,RGB,Left Angle
./data/ab,S173-01-t10_01.jpg,173,1,1,1,53.23,0,0,M,W,0,200,768,960,RGB,Frontal
./data/ab,S173-02-t10_01.jpg,173,2,1,2,54.14,0,0,M,W,0,200,768,960,RGB,Frontal
./data/ab,S174-01-t10_01.jpg,174,1,1,1,24.27,0,0,M,W,600,190,480,600,RGB,Frontal
./data/ab,S174-02-t10_01.jpg,174,2,1,2,25.28,0,0,M,W,600,200,480,600,RGB,Right Angle
./data/ab,S174-03-t10_01.jpg,174,3,1,3,25.68,0,0,M,W,600,210,480,600,RGB,Frontal
./data/ab,S174-04-t10_01.jpg,174,4,1,4,25.68,0,0,M,W,600,200,480,600,RGB,Frontal
./data/ab,S174-05-t10_01.jpg,174,5,1,5,25.9,0,0,M,W,600,200,480,600,RGB,Frontal
./data/ab,S175-01-t10_01.jpg,175,1,1,1,40.53,0,0,F,W,504,120,384,480,RGB,Left Angle
./data/ab,S176-01-t10_01.jpg,176,1,1,1,39.17,1,0,M,W,506,155,384,480,RGB,Left Angle
./data/ab,S177-01-t10_01.jpg,177,1,1,1,48.67,1,0,M,W,601,180,384,480,RGB,Frontal
./data/ab,S178-01-t10_01.jpg,178,1,1,1,22.28,0,0,M,W,0,190,240,240,RGB,Frontal
./data/ab,S179-01-t10_01.jpg,179,1,1,1,43.85,0,0,M,B,509,150,480,600,RGB,Frontal
./data/ab,S180-01-t10_01.jpg,180,1,1,1,60.95,0,0,M,B,0,170,2272,1704,RGB,Frontal
./data/ab,S180-01-t10_02.jpg,180,1,2,2,60.95,0,0,M,B,0,170,2272,1704,RGB,Left Profile
./data/ab,S181-01-t10_01.jpg,181,1,1,1,28.59,0,0,M,B,505,150,480,600,RGB,Frontal
./data/ab,S182-01-t10_01.jpg,182,1,1,1,19.16,0,0,M,W,0,170,240,240,RGB,Frontal
./data/ab,S182-02-t10_01.jpg,182,2,1,2,20.72,0,0,M,W,0,175,1280,960,RGB,Frontal
./data/ab,S182-02-t10_02.jpg,182,2,2,3,20.72,0,0,M,W,0,175,1280,960,RGB,Right Profile
./data/ab,S183-01-t10_01.jpg,183,1,1,1,22.1,0,0,F,B,600,190,384,480,RGB,Left Angle
./data/ab,S184-01-t10_01.jpg,184,1,1,1,37.57,1,0,F,B,506,180,384,480,RGB,Frontal
./data/ab,S185-01-t10_01.jpg,185,1,1,1,23.69,0,0,M,W,0,140,240,240,RGB,Left Angle
./data/ab,S185-02-t10_01.jpg,185,2,1,2,23.7,0,0,M,W,0,140,240,240,RGB,Frontal
./data/ab,S185-03-t10_01.jpg,185,3,1,3,23.78,0,0,M,W,0,140,240,240,RGB,Frontal
./data/ab,S185-04-t10_01.jpg,185,4,1,4,24.18,0,0,M,W,0,140,240,240,RGB,Frontal
./data/ab,S186-01-t10_01.jpg,186,1,1,1,42.12,1,0,M,W,507,150,384,480,RGB,Frontal
./data/ab,S187-01-t10_01.jpg,187,1,1,1,24.38,0,0,M,B,600,170,480,600,RGB,Frontal
./data/ab,S188-01-t10_01.jpg,188,1,1,1,31.15,1,0,F,B,510,190,384,480,RGB,Frontal
./data/ab,S189-01-t10_01.jpg,189,1,1,1,28.31,0,0,M,U,511,275,480,600,RGB,Frontal
./data/ab,S190-01-t10_01.jpg,190,1,1,1,52.82,1,0,F,W,502,115,384,480,RGB,Frontal
./data/ab,S190-02-t10_01.jpg,190,2,1,2,54.17,1,0,F,W,502,120,384,480,RGB,Left Angle
./data/ab,S190-03-t10_01.jpg,190,3,1,3,54.75,1,0,F,W,502,130,384,480,RGB,Left Angle
./data/ab,S191-01-t10_01.jpg,191,1,1,1,53.74,1,0,M,W,510,120,384,480,RGB,Left Angle
./data/ab,S191-02-t10_01.jpg,191,2,1,2,56.8,1,0,M,W,511,130,384,480,RGB,Frontal
./data/ab,S192-01-t10_01.jpg,192,1,1,1,40.34,0,0,M,W,603,225,480,600,RGB,Left Angle
./data/ab,S193-01-t10_01.jpg,193,1,1,1,32.75,0,0,F,B,505,275,480,600,RGB,Frontal
./data/ab,S193-02-t10_01.jpg,193,2,1,2,32.76,0,0,F,B,505,275,480,600,RGB,Frontal
./data/ab,S194-01-t10_01.jpg,194,1,1,1,33.01,1,0,M,W,508,180,384,480,RGB,Left Angle
./data/ab,S194-02-t10_01.jpg,194,2,1,2,34.53,1,0,M,W,509,150,384,480,RGB,Frontal
./data/ab,S195-01-t10_01.jpg,195,1,1,1,43.38,1,0,M,W,511,180,384,480,RGB,Frontal
./data/ab,S195-02-t10_01.jpg,195,2,1,2,43.46,1,0,M,W,511,180,384,480,RGB,Frontal
./data/ab,S195-03-t10_01.jpg,195,3,1,3,44.32,0,0,M,W,511,200,384,480,RGB,Frontal
./data/ab,S195-04-t10_01.jpg,195,4,1,4,44.81,0,0,M,W,511,190,384,480,RGB,Frontal
./data/ab,S196-01-t10_01.jpg,196,1,1,1,29.99,0,0,M,B,0,200,768,960,RGB,Frontal
./data/ab,S197-01-t10_01.jpg,197,1,1,1,22.47,1,0,M,B,508,190,384,480,RGB,Left Angle
./data/ab,S198-01-t10_01.jpg,198,1,1,1,17.73,0,0,M,B,511,155,480,600,RGB,Frontal
./data/ab,S198-02-t10_01.jpg,198,2,1,2,18.14,0,0,M,B,511,155,480,600,RGB,Frontal
./data/ab,S198-03-t10_01.jpg,198,3,1,3,19.44,0,0,M,B,511,155,480,600,RGB,Frontal
./data/ab,S198-04-t10_01.jpg,198,4,1,4,20.45,0,0,M,B,511,150,480,600,RGB,Frontal
./data/ab,S198-05-t10_01.jpg,198,5,1,5,20.67,0,0,M,B,511,160,480,600,RGB,Frontal
./data/ab,S199-01-t10_01.jpg,199,1,1,1,17.68,0,0,M,B,505,130,480,600,RGB,Frontal
./data/ab,S199-02-t10_01.jpg,199,2,1,2,17.8,0,0,M,B,502,125,480,600,RGB,Frontal
./data/ab,S200-01-t10_01.jpg,200,1,1,1,56.3,0,0,M,B,0,160,768,960,RGB,Frontal
./data/ab,S201-01-t10_01.jpg,201,1,1,1,19.9,0,0,M,B,507,150,480,600,RGB,Left Angle
./data/ab,S201-02-t10_01.jpg,201,2,1,2,20.04,0,0,M,B,510,160,480,600,RGB,Frontal
./data/ab,S201-03-t10_01.jpg,201,3,1,3,21.8,0,0,M,B,511,160,480,600,RGB,Frontal
./data/ab,S202-01-t10_01.jpg,202,1,1,1,18.25,0,0,M,B,509,160,480,600,RGB,Left Angle
./data/ab,S202-02-t10_01.jpg,202,2,1,2,18.49,0,0,M,B,509,160,480,600,RGB,Frontal
./data/ab,S202-03-t10_01.jpg,202,3,1,3,18.55,0,0,M,B,509,130,480,600,RGB,Frontal
./data/ab,S202-04-t10_01.jpg,202,4,1,4,18.84,0,0,M,B,509,160,480,600,RGB,Left Angle
./data/ab,S203-01-t10_01.jpg,203,1,1,1,21.4,0,0,M,W,0,175,768,960,RGB,Frontal
./data/ab,S203-01-t10_02.jpg,203,1,2,2,21.4,0,0,M,W,0,175,768,960,RGB,Right Profile
./data/ab,S203-02-t10_01.jpg,203,2,1,3,21.4,0,0,M,W,0,175,240,240,RGB,Frontal
./data/ab,S203-03-t10_01.jpg,203,3,1,4,21.48,0,0,M,W,0,171,240,240,RGB,Frontal
./data/ab,S204-01-t10_01.jpg,204,1,1,1,28.07,0,0,M,W,508,175,384,480,RGB,Frontal
./data/ab,S205-01-t10_01.jpg,205,1,1,1,25.72,0,0,M,B,0,225,657,389,RGB,Frontal
./data/ab,S206-01-t10_01.jpg,206,1,1,1,41.94,0,0,M,W,508,210,480,600,RGB,Left Angle
./data/ab,S206-02-t10_01.jpg,206,2,1,2,42.07,0,0,M,W,510,230,480,600,RGB,Frontal
./data/ab,S207-01-t10_01.jpg,207,1,1,1,22.85,0,0,M,W,0,165,768,960,RGB,Frontal
./data/ab,S208-01-t10_01.jpg,208,1,1,1,52.07,0,0,M,W,510,185,480,600,RGB,Frontal
./data/ab,S209-01-t10_01.jpg,209,1,1,1,28.77,1,0,M,W,505,200,384,480,RGB,Frontal
./data/ab,S210-01-t10_01.jpg,210,1,1,1,45.53,1,0,M,W,506,150,384,480,RGB,Right Angle
./data/ab,S211-01-t10_01.jpg,211,1,1,1,42.1,0,0,M,W,0,220,768,960,RGB,Frontal
./data/ab,S212-01-t10_01.jpg,212,1,1,1,20.78,0,0,M,W,509,210,480,600,RGB,Frontal
./data/ab,S212-02-t10_01.jpg,212,2,1,2,23.6,0,0,M,W,509,200,480,600,RGB,Frontal
./data/ab,S212-03-t10_01.jpg,212,3,1,3,25.28,0,0,M,W,509,195,480,600,RGB,Right Angle
./data/ab,S213-01-t10_01.jpg,213,1,1,1,18.48,0,0,M,B,500,175,480,600,RGB,Right Angle
./data/ab,S214-01-t10_01.jpg,214,1,1,1,22.83,0,0,M,B,604,260,480,600,RGB,Left Angle
./data/ab,S214-02-t10_01.jpg,214,2,1,2,25.64,0,0,M,B,601,250,480,600,RGB,Left Angle
./data/ab,S214-03-t10_01.jpg,214,3,1,3,25.67,0,0,M,B,510,200,480,600,RGB,Frontal
./data/ac,S214-04-t10_01.jpg,214,4,1,4,25.68,0,0,M,B,604,260,480,600,RGB,Left Angle
./data/ac,S215-01-t10_01.jpg,215,1,1,1,18.04,0,0,M,B,509,145,480,600,RGB,Frontal
./data/ac,S215-02-t10_01.jpg,215,2,1,2,18.09,0,0,M,B,510,140,480,600,RGB,Frontal
./data/ac,S215-03-t10_01.jpg,215,3,1,3,18.26,0,0,M,B,507,140,480,600,RGB,Frontal
./data/ac,S215-04-t10_01.jpg,215,4,1,4,18.84,0,0,M,B,508,150,480,600,RGB,Frontal
./data/ac,S216-01-t10_01.jpg,216,1,1,1,40.48,1,0,M,W,603,225,384,480,RGB,Left Angle
./data/ac,S217-01-t10_01.jpg,217,1,1,1,27.13,0,0,M,W,511,240,480,600,RGB,Frontal
./data/ac,S218-01-t10_01.jpg,218,1,1,1,17.16,0,0,M,W,510,190,384,480,RGB,Right Angle
./data/ac,S219-01-t10_01.jpg,219,1,1,1,35.89,1,0,M,W,508,190,480,600,RGB,Left Angle
./data/ac,S219-02-t10_01.jpg,219,2,1,2,36.27,1,0,M,W,508,210,384,480,RGB,Right Angle
./data/ac,S219-03-t10_01.jpg,219,3,1,3,36.86,1,0,M,W,508,210,384,480,RGB,Frontal
./data/ac,S220-01-t10_01.jpg,220,1,1,1,19.93,0,0,M,B,510,140,480,600,RGB,Right Angle
./data/ac,S220-02-t10_01.jpg,220,2,1,2,21.54,0,0,M,B,510,140,480,600,RGB,Left Angle
./data/ac,S221-01-t10_01.jpg,221,1,1,1,52.84,1,0,M,W,509,175,480,600,RGB,Frontal
./data/ac,S222-01-t10_01.jpg,222,1,1,1,39.07,0,0,M,W,510,210,480,600,RGB,Frontal
./data/ac,S222-02-t10_01.jpg,222,2,1,2,40.8,0,0,M,W,510,210,480,600,RGB,Frontal
./data/ac,S223-01-t10_01.jpg,223,1,1,1,27.49,0,0,M,W,0,200,768,960,RGB,Frontal
./data/ac,S223-02-t10_01.jpg,223,2,1,2,27.64,0,0,M,W,0,200,768,960,RGB,Frontal
./data/ac,S223-03-t10_01.jpg,223,3,1,3,29.13,0,0,M,W,0,200,768,960,RGB,Frontal
./data/ac,S224-01-t10_01.jpg,224,1,1,1,21.48,0,0,M,B,507,120,480,600,RGB,Frontal
./data/ac,S225-01-t10_01.jpg,225,1,1,1,41.68,1,0,M,B,504,154,384,480,RGB,Left Angle
./data/ac,S225-02-t10_01.jpg,225,2,1,2,45.82,1,0,M,B,503,130,480,600,RGB,Right Angle
./data/ac,S226-01-t10_01.jpg,226,1,1,1,26.01,1,0,M,B,506,140,384,480,RGB,Left Angle
./data/ac,S226-02-t10_01.jpg,226,2,1,2,26.04,1,0,M,B,506,140,384,480,RGB,Left Angle
./data/ac,S227-01-t10_01.jpg,227,1,1,1,18.48,0,0,M,W,508,140,480,600,RGB,Frontal
./data/ac,S227-02-t10_01.jpg,227,2,1,2,20.56,0,0,M,W,508,160,480,600,RGB,Frontal
./data/ac,S228-01-t10_01.jpg,228,1,1,1,31.07,0,0,M,B,0,170,768,960,RGB,Frontal
./data/ac,S228-02-t10_01.jpg,228,2,1,2,31.43,0,0,M,B,0,170,768,960,RGB,Left Angle
./data/ac,S228-03-t10_01.jpg,228,3,1,3,31.48,0,0,M,B,0,170,768,960,RGB,Left Angle
./data/ac,S229-01-t10_01.jpg,229,1,1,1,25.43,0,0,M,B,0,185,768,960,RGB,Left Angle
./data/ac,S230-01-t10_01.jpg,230,1,1,1,43.14,1,0,M,B,600,180,384,480,RGB,Left Angle
./data/ac,S231-01-t10_01.jpg,231,1,1,1,51.5,0,0,M,W,0,190,768,960,RGB,Frontal
./data/ac,S232-01-t10_01.jpg,232,1,1,1,18.12,1,0,M,B,507,140,384,480,RGB,Frontal
./data/ac,S232-02-t10_01.jpg,232,2,1,2,18.13,1,0,M,B,509,130,384,480,RGB,Frontal
./data/ac,S233-01-t10_01.jpg,233,1,1,1,39.09,0,0,M,W,0,140,768,960,RGB,Frontal
./data/ac,S234-01-t10_01.jpg,234,1,1,1,30.4,1,0,M,W,508,150,384,480,RGB,Left Angle
./data/ac,S235-01-t10_01.jpg,235,1,1,1,17.42,0,0,M,W,0,158,240,240,RGB,Frontal
./data/ac,S236-01-t10_01.jpg,236,1,1,1,32.67,0,0,M,W,0,145,240,240,RGB,Frontal
./data/ac,S236-02-t10_01.jpg,236,2,1,2,32.77,0,0,M,W,0,135,240,240,RGB,Frontal
./data/ac,S237-01-t10_01.jpg,237,1,1,1,24.9,0,0,M,W,0,185,240,240,RGB,Frontal
./data/ac,S238-01-t10_01.jpg,238,1,1,1,48.21,0,0,M,W,505,145,480,600,RGB,Frontal
./data/ac,S239-01-t10_01.jpg,239,1,1,1,43.04,0,0,M,W,507,160,384,480,RGB,Frontal
./data/ac,S239-02-t10_01.jpg,239,2,1,2,43.27,0,0,M,W,507,160,384,480,RGB,Frontal
./data/ac,S240-01-t10_01.jpg,240,1,1,1,19.26,1,0,F,B,509,123,384,480,RGB,Frontal
./data/ac,S240-02-t10_01.jpg,240,2,1,2,19.33,1,0,F,B,509,120,384,480,RGB,Frontal
./data/ac,S241-01-t10_01.jpg,241,1,1,1,46.45,0,0,M,W,511,230,480,600,RGB,Frontal
./data/ac,S242-01-t10_01.jpg,242,1,1,1,21.13,0,0,M,B,506,145,384,480,RGB,Frontal
./data/ac,S243-01-t10_01.jpg,243,1,1,1,22.76,0,0,M,B,511,188,480,600,RGB,Left Angle
./data/ac,S243-02-t10_01.jpg,243,2,1,2,22.94,0,0,M,B,511,188,480,600,RGB,Frontal
./data/ac,S243-03-t10_01.jpg,243,3,1,3,22.97,0,0,M,B,511,188,480,600,RGB,Left Angle
./data/ac,S243-04-t10_01.jpg,243,4,1,4,22.97,0,0,M,B,511,130,480,600,RGB,Frontal
./data/ac,S243-05-t10_01.jpg,243,5,1,5,23.15,0,0,M,B,508,140,480,600,RGB,Frontal
./data/ac,S243-06-t10_01.jpg,243,6,1,6,23.15,0,0,M,B,511,188,480,600,RGB,Frontal
./data/ac,S243-07-t10_01.jpg,243,7,1,7,23.75,0,0,M,B,511,188,480,600,RGB,Left Angle
./data/ac,S243-08-t10_01.jpg,243,8,1,8,24.32,0,0,M,B,511,188,480,600,RGB,Left Angle
./data/ac,S243-09-t10_01.jpg,243,9,1,9,26.33,0,0,M,B,506,205,480,600,RGB,Frontal
./data/ac,S244-01-t10_01.jpg,244,1,1,1,20.31,0,0,M,B,509,167,480,600,RGB,Frontal
./data/ac,S245-01-t10_01.jpg,245,1,1,1,28.27,0,0,M,W,0,190,240,240,RGB,Frontal
./data/ac,S246-01-t10_01.jpg,246,1,1,1,19.91,1,0,M,W,511,150,384,480,RGB,Frontal
./data/ac,S247-01-t10_01.jpg,247,1,1,1,28.6,1,0,M,W,506,170,384,480,RGB,Frontal
./data/ac,S248-01-t10_01.jpg,248,1,1,1,40.98,1,0,M,W,506,150,384,480,RGB,Left Angle
./data/ac,S249-01-t10_01.jpg,249,1,1,1,22.15,0,0,M,B,600,160,480,600,RGB,Left Angle
./data/ac,S249-02-t10_01.jpg,249,2,1,2,22.34,0,0,M,B,600,160,480,600,RGB,Frontal
./data/ac,S250-01-t10_01.jpg,250,1,1,1,51.9,0,0,M,W,0,200,240,240,RGB,Left Angle
./data/ac,S250-02-t10_01.jpg,250,2,1,2,51.91,0,0,M,W,0,150,768,960,RGB,Frontal
./data/ac,S251-01-t10_01.jpg,251,1,1,1,23.08,1,0,M,W,505,130,384,480,RGB,Frontal
./data/ac,S252-01-t10_01.jpg,252,1,1,1,27,0,0,M,W,600,145,480,600,RGB,Frontal
./data/ac,S253-01-t10_01.jpg,253,1,1,1,24.23,0,0,M,B,509,174,480,600,RGB,Frontal
./data/ac,S253-02-t10_01.jpg,253,2,1,2,24.24,0,0,M,B,509,174,480,600,RGB,Frontal
./data/ac,S253-03-t10_01.jpg,253,3,1,3,25.35,0,0,M,B,511,165,384,480,RGB,Frontal
./data/ac,S253-04-t10_01.jpg,253,4,1,4,25.59,0,0,M,B,509,174,480,600,RGB,Frontal
./data/ac,S254-01-t10_01.jpg,254,1,1,1,38.36,0,0,M,B,600,150,480,600,RGB,Frontal
./data/ac,S254-02-t10_01.jpg,254,2,1,2,39.05,0,0,M,B,600,150,480,600,RGB,Frontal
./data/ac,S254-03-t10_01.jpg,254,3,1,3,39.14,0,0,M,B,600,195,480,600,RGB,Frontal
./data/ac,S255-01-t10_01.jpg,255,1,1,1,37.53,1,0,M,B,511,110,384,480,RGB,Left Angle
./data/ac,S256-01-t10_01.jpg,256,1,1,1,34.92,0,0,M,B,603,210,480,600,RGB,Frontal
./data/ac,S256-02-t10_01.jpg,256,2,1,2,37.47,0,0,M,B,603,205,480,600,RGB,Frontal
./data/ac,S257-01-t10_01.jpg,257,1,1,1,19.25,0,0,M,B,601,160,480,600,RGB,Frontal
./data/ac,S258-01-t10_01.jpg,258,1,1,1,29.25,0,0,M,W,0,145,240,240,RGB,Left Angle
./data/ac,S258-02-t10_01.jpg,258,2,1,2,29.53,0,0,M,W,0,145,240,240,RGB,Frontal
./data/ac,S259-01-t10_01.jpg,259,1,1,1,22.37,0,0,M,W,0,68,240,240,RGB,Frontal
./data/ac,S259-02-t10_01.jpg,259,2,1,2,22.37,0,0,M,W,0,150,768,960,RGB,Frontal
./data/ac,S260-01-t10_01.jpg,260,1,1,1,35.27,0,0,M,U,0,185,240,240,RGB,Frontal
./data/ac,S261-01-t10_01.jpg,261,1,1,1,39.77,0,0,M,W,0,170,768,960,RGB,Frontal
./data/ac,S261-02-t10_01.jpg,261,2,1,2,39.88,0,0,M,W,0,170,494,620,RGB,Frontal
